SaleLineID,InvoiceID,DateKey,ProductID,QuantitySold,UnitSellingPrice,DiscountAmount,TaxAmount,LineTotal,PaymentMethod
SL00005446,INV202402185,20240531,P000363,3,3.99,0,1.44,13.41,Debit
SL00005447,INV202402186,20240531,P000076,1,5.99,0,0,5.99,Debit
SL00005448,INV202402186,20240531,P000152,1,5.99,0,0,5.99,Debit
SL00005449,INV202402186,20240531,P000183,2,6.99,0,0,13.98,Debit
SL00005450,INV202402187,20240531,P000222,3,5.29,4.91,1.32,12.28,Debit
SL00005451,INV202402187,20240531,P000601,3,6.49,0,2.34,21.81,Debit
SL00005452,INV202402187,20240531,P000714,2,21.99,0,5.28,49.26,Debit
SL00005453,INV202402188,20240531,P000787,2,8.49,0,2.04,19.02,Debit
SL00005454,INV202402188,20240531,P000684,3,8.49,0,0,25.47,Debit
SL00005455,INV202402188,20240531,P000477,2,2.69,2.12,0,3.26,Debit
SL00005456,INV202402188,20240531,P000314,2,11.29,0,2.71,25.29,Debit
SL00005457,INV202402189,20240531,P000803,3,9.99,0,3.6,33.57,Credit
SL00005458,INV202402190,20240531,P000395,1,3.69,0.74,0,2.95,Debit
SL00005459,INV202402190,20240531,P000685,3,11.99,0,0,35.97,Debit
SL00005460,INV202402191,20240531,P000254,1,12.49,0,1.5,13.99,Credit
SL00005461,INV202402191,20240531,P000240,3,9.29,1.32,3.19,29.74,Credit
SL00005462,INV202402191,20240531,P000396,3,3.69,4.29,0.81,7.59,Credit
SL00005463,INV202402192,20240531,P000832,3,14.49,0,5.22,48.69,Debit
SL00005464,INV202402192,20240531,P000801,1,7.99,0,0.96,8.95,Debit
SL00005465,INV202402192,20240531,P000245,1,6.49,0,0.78,7.27,Debit
SL00005466,INV202402193,20240531,P000386,2,2.09,0,0.5,4.68,Credit
SL00005467,INV202402193,20240531,P000398,2,3.99,2.71,0.63,5.9,Credit
SL00005468,INV202402193,20240531,P000548,1,5.79,0,0,5.79,Credit
SL00005469,INV202402194,20240531,P000446,3,4.99,0,1.8,16.77,Debit
SL00005470,INV202402194,20240531,P000367,1,4.49,0,0.54,5.03,Debit
SL00005471,INV202402194,20240531,P000277,3,3.49,0,1.26,11.73,Debit
SL00005472,INV202402194,20240531,P000059,3,8.49,0,0,25.47,Debit
SL00005473,INV202402195,20240531,P000359,2,8.79,1.42,1.94,18.1,Credit
SL00005474,INV202402195,20240531,P000540,2,4.29,0,0,8.58,Credit
SL00005475,INV202402195,20240531,P000484,2,6.19,0,0,12.38,Credit
SL00005476,INV202402195,20240531,P000298,1,3.49,0,0.42,3.91,Credit
SL00005477,INV202402196,20240531,P000224,3,5.69,4.91,1.46,13.62,Debit
SL00005478,INV202402197,20240531,P000581,2,9.29,0,0,18.58,Debit
SL00005479,INV202402198,20240531,P000637,2,6.29,0,1.51,14.09,Cash
SL00005480,INV202402198,20240531,P000220,2,4.79,0,1.15,10.73,Cash
SL00005481,INV202402198,20240531,P000564,2,6.19,0,0,12.38,Cash
SL00005482,INV202402198,20240531,P000755,2,7.99,1.65,1.72,16.05,Cash
SL00005483,INV202402199,20240531,P000789,3,9.99,0,3.6,33.57,Debit
SL00005484,INV202402199,20240531,P000632,2,11.49,0,2.76,25.74,Debit
SL00005485,INV202402199,20240531,P000615,2,7.99,0,1.92,17.9,Debit
SL00005486,INV202402200,20240531,P000659,1,22.99,0,0,22.99,Debit
SL00005487,INV202402201,20240601,P000325,3,3.79,0,1.36,12.73,Credit
SL00005488,INV202402201,20240601,P000131,1,5.99,0,0,5.99,Credit
SL00005489,INV202402201,20240601,P000741,1,7.19,0,0.86,8.05,Credit
SL00005490,INV202402201,20240601,P000318,1,12.99,0.97,1.44,13.46,Credit
SL00005491,INV202402202,20240601,P000665,1,24.49,0,0,24.49,Credit
SL00005492,INV202402202,20240601,P000238,2,8.99,1.34,2,18.64,Credit
SL00005493,INV202402202,20240601,P000423,3,4.49,0,1.62,15.09,Credit
SL00005494,INV202402203,20240601,P000120,1,5.79,3.78,0,2.01,Debit
SL00005495,INV202402203,20240601,P000717,1,11.49,8.97,0.3,2.82,Debit
SL00005496,INV202402203,20240601,P000584,3,3.69,7.93,0,3.14,Debit
SL00005497,INV202402204,20240601,P000003,1,7.19,3.29,0,3.9,Credit
SL00005498,INV202402204,20240601,P000423,3,4.49,0,1.62,15.09,Credit
SL00005499,INV202402205,20240601,P000677,1,16.99,0,0,16.99,Debit
SL00005500,INV202402205,20240601,P000133,3,1.89,0,0,5.67,Debit
SL00005501,INV202402205,20240601,P000541,3,4.29,0,0,12.87,Debit
SL00005502,INV202402205,20240601,P000418,3,7.79,0,2.8,26.17,Debit
SL00005503,INV202402206,20240601,P000319,3,4.49,0,1.62,15.09,Debit
SL00005504,INV202402206,20240601,P000761,2,12.99,0,3.12,29.1,Debit
SL00005505,INV202402207,20240601,P000849,1,9.99,0,1.2,11.19,Debit
SL00005506,INV202402207,20240601,P000274,2,3.49,0,0.84,7.82,Debit
SL00005507,INV202402207,20240601,P000095,1,6.49,0.62,0,5.87,Debit
SL00005508,INV202402208,20240601,P000503,1,5.79,0,0,5.79,Credit
SL00005509,INV202402209,20240601,P000234,1,9.29,0,1.11,10.4,Debit
SL00005510,INV202402210,20240601,P000405,1,4.49,0,0.54,5.03,Debit
SL00005511,INV202402211,20240601,P000753,1,11.49,0,1.38,12.87,Cash
SL00005512,INV202402212,20240601,P000350,2,2.49,0,0.6,5.58,Debit
SL00005513,INV202402213,20240601,P000664,2,19.99,0.88,0,39.1,Debit
SL00005514,INV202402213,20240601,P000011,1,5.69,0,0,5.69,Debit
SL00005515,INV202402213,20240601,P000363,3,3.99,0,1.44,13.41,Debit
SL00005516,INV202402214,20240601,P000065,3,9.99,0,0,29.97,Credit
SL00005517,INV202402214,20240601,P000687,3,18.49,6.25,0,49.22,Credit
SL00005518,INV202402214,20240601,P000254,1,12.49,0,1.5,13.99,Credit
SL00005519,INV202402215,20240601,P000221,1,5.29,3.12,0.26,2.43,Debit
SL00005520,INV202402215,20240601,P000419,3,5.29,0,1.9,17.77,Debit
SL00005521,INV202402216,20240601,P000650,1,19.99,5.23,0,14.76,Credit
SL00005522,INV202402216,20240601,P000128,1,6.09,0,0,6.09,Credit
SL00005523,INV202402216,20240601,P000145,1,3.69,0,0,3.69,Credit
SL00005524,INV202402216,20240601,P000785,2,8.49,0,2.04,19.02,Credit
SL00005525,INV202402217,20240601,P000052,2,7.99,0,0,15.98,Credit
SL00005526,INV202402217,20240601,P000238,1,8.99,0,1.08,10.07,Credit
SL00005527,INV202402217,20240601,P000270,1,9.49,0,1.14,10.63,Credit
SL00005528,INV202402218,20240601,P000463,1,5.69,0,0,5.69,Credit
SL00005529,INV202402218,20240601,P000801,2,7.99,1.08,1.79,16.69,Credit
SL00005530,INV202402218,20240601,P000378,3,5.29,0,1.9,17.77,Credit
SL00005531,INV202402218,20240601,P000142,1,2.79,0,0,2.79,Credit
SL00005532,INV202402219,20240601,P000135,1,5.69,4.7,0,0.99,Debit
SL00005533,INV202402219,20240601,P000153,3,5.69,0,0,17.07,Debit
SL00005534,INV202402220,20240601,P000806,2,7.99,0,1.92,17.9,Credit
SL00005535,INV202402220,20240601,P000830,1,6.49,0,0.78,7.27,Credit
SL00005536,INV202402220,20240601,P000798,3,7.69,0,2.77,25.84,Credit
SL00005537,INV202402220,20240601,P000042,3,5.69,0,0,17.07,Credit
SL00005538,INV202402221,20240601,P000324,1,3.29,0,0.39,3.68,Debit
SL00005539,INV202402221,20240601,P000110,1,6.29,0,0,6.29,Debit
SL00005540,INV202402222,20240602,P000521,1,3.29,0,0,3.29,Credit
SL00005541,INV202402223,20240602,P000782,1,7.19,0,0.86,8.05,Debit
SL00005542,INV202402223,20240602,P000647,1,18.99,0,0,18.99,Debit
SL00005543,INV202402223,20240602,P000538,2,5.79,0,0,11.58,Debit
SL00005544,INV202402223,20240602,P000558,1,3.19,0,0,3.19,Debit
SL00005545,INV202402224,20240602,P000209,2,3.69,0,0,7.38,Debit
SL00005546,INV202402224,20240602,P000101,1,4.49,0,0,4.49,Debit
SL00005547,INV202402224,20240602,P000815,2,14.49,0,3.48,32.46,Debit
SL00005548,INV202402225,20240602,P000090,3,18.99,0.8,0,56.17,Credit
SL00005549,INV202402225,20240602,P000047,3,6.19,4.82,0,13.75,Credit
SL00005550,INV202402226,20240602,P000812,3,13.49,6.63,4.06,37.9,Cash
SL00005551,INV202402227,20240602,P000284,1,3.29,0,0.39,3.68,Debit
SL00005552,INV202402228,20240602,P000471,1,2.49,0,0,2.49,Debit
SL00005553,INV202402229,20240602,P000171,1,2.49,0,0,2.49,Debit
SL00005554,INV202402229,20240602,P000272,3,3.49,0,1.26,11.73,Debit
SL00005555,INV202402229,20240602,P000398,3,3.99,2.65,1.12,10.44,Debit
SL00005556,INV202402230,20240602,P000278,3,3.49,0.74,1.17,10.9,Credit
SL00005557,INV202402230,20240602,P000302,2,4.19,0,1.01,9.39,Credit
SL00005558,INV202402231,20240602,P000161,3,5.39,0,0,16.17,Debit
SL00005559,INV202402231,20240602,P000402,3,12.99,0,4.68,43.65,Debit
SL00005560,INV202402231,20240602,P000582,2,5.79,0,0,11.58,Debit
SL00005561,INV202402231,20240602,P000327,3,8.79,0,3.16,29.53,Debit
SL00005562,INV202402232,20240602,P000035,3,6.19,0,0,18.57,Debit
SL00005563,INV202402232,20240602,P000192,1,2.49,0,0,2.49,Debit
SL00005564,INV202402232,20240602,P000029,3,8.69,6.61,0,19.46,Debit
SL00005565,INV202402232,20240602,P000163,1,7.49,0,0,7.49,Debit
SL00005566,INV202402233,20240602,P000353,3,8.79,4.73,2.6,24.24,Credit
SL00005567,INV202402234,20240602,P000712,2,19.49,0,4.68,43.66,Credit
SL00005568,INV202402235,20240602,P000270,1,9.49,0,1.14,10.63,Debit
SL00005569,INV202402235,20240602,P000485,2,6.49,3.42,0,9.56,Debit
SL00005570,INV202402235,20240602,P000172,1,4.29,0,0,4.29,Debit
SL00005571,INV202402236,20240602,P000818,3,13.99,0,5.04,47.01,Credit
SL00005572,INV202402236,20240602,P000020,2,9.29,0,0,18.58,Credit
SL00005573,INV202402236,20240602,P000788,1,8.49,0,1.02,9.51,Credit
SL00005574,INV202402236,20240602,P000778,1,8.49,0,1.02,9.51,Credit
SL00005575,INV202402237,20240602,P000321,1,4.99,0,0.6,5.59,Debit
SL00005576,INV202402237,20240602,P000483,2,5.99,8.56,0,3.42,Debit
SL00005577,INV202402237,20240602,P000050,1,7.79,0,0,7.79,Debit
SL00005578,INV202402238,20240602,P000828,2,21.49,0,5.16,48.14,Credit
SL00005579,INV202402239,20240602,P000216,1,9.79,0,1.17,10.96,Debit
SL00005580,INV202402239,20240602,P000679,3,16.49,3.01,0,46.46,Debit
SL00005581,INV202402239,20240602,P000693,2,9.29,0,0,18.58,Debit
SL00005582,INV202402239,20240602,P000080,1,4.29,0,0,4.29,Debit
SL00005583,INV202402240,20240603,P000152,2,5.99,0,0,11.98,Debit
SL00005584,INV202402241,20240603,P000674,2,39.99,0,0,79.98,Debit
SL00005585,INV202402242,20240603,P000702,3,10.49,0,0,31.47,Debit
SL00005586,INV202402242,20240603,P000822,2,14.49,0,3.48,32.46,Debit
SL00005587,INV202402242,20240603,P000687,2,18.49,0,0,36.98,Debit
SL00005588,INV202402243,20240603,P000090,1,18.99,0,0,18.99,Debit
SL00005589,INV202402243,20240603,P000083,1,4.89,2.94,0,1.95,Debit
SL00005590,INV202402243,20240603,P000379,2,6.49,0,1.56,14.54,Debit
SL00005591,INV202402243,20240603,P000818,3,13.99,0,5.04,47.01,Debit
SL00005592,INV202402244,20240603,P000485,2,6.49,0,0,12.98,Cash
SL00005593,INV202402245,20240603,P000393,2,3.99,3.35,0.56,5.19,Debit
SL00005594,INV202402245,20240603,P000787,3,8.49,0,3.06,28.53,Debit
SL00005595,INV202402245,20240603,P000587,1,4.99,3.67,0,1.32,Debit
SL00005596,INV202402246,20240603,P000025,2,7.79,0,0,15.58,Debit
SL00005597,INV202402246,20240603,P000844,2,12.99,0,3.12,29.1,Debit
SL00005598,INV202402246,20240603,P000233,1,8.99,0,1.08,10.07,Debit
SL00005599,INV202402247,20240603,P000476,2,2.49,0,0,4.98,Cash
SL00005600,INV202402248,20240603,P000725,3,11.99,3.32,3.92,36.57,Debit
SL00005601,INV202402248,20240603,P000160,2,5.29,0,0,10.58,Debit
SL00005602,INV202402248,20240603,P000636,1,5.79,0,0.69,6.48,Debit
SL00005603,INV202402249,20240603,P000046,1,4.29,0,0,4.29,Debit
SL00005604,INV202402250,20240603,P000559,3,2.79,0,0,8.37,Debit
SL00005605,INV202402250,20240603,P000596,3,7.49,1.93,2.46,23,Debit
SL00005606,INV202402250,20240603,P000563,1,4.99,0,0,4.99,Debit
SL00005607,INV202402251,20240603,P000570,2,7.99,0,0,15.98,Debit
SL00005608,INV202402251,20240603,P000148,1,6.99,5.77,0,1.22,Debit
SL00005609,INV202402251,20240603,P000338,2,5.79,0,1.39,12.97,Debit
SL00005610,INV202402252,20240604,P000561,2,2.39,0.59,0,4.19,Credit
SL00005611,INV202402252,20240604,P000645,1,12.49,0,0,12.49,Credit
SL00005612,INV202402253,20240604,P000570,2,7.99,0,0,15.98,Debit
SL00005613,INV202402253,20240604,P000300,1,4.29,0,0.51,4.8,Debit
SL00005614,INV202402253,20240604,P000177,1,2.59,0,0,2.59,Debit
SL00005615,INV202402253,20240604,P000681,1,9.99,0,0,9.99,Debit
SL00005616,INV202402254,20240604,P000201,1,3.19,0,0,3.19,Cash
SL00005617,INV202402255,20240604,P000705,1,15.99,0,0,15.99,Debit
SL00005618,INV202402256,20240604,P000223,2,4.79,0,1.15,10.73,Debit
SL00005619,INV202402256,20240604,P000242,1,5.79,0,0.69,6.48,Debit
SL00005620,INV202402256,20240604,P000034,1,8.49,0,0,8.49,Debit
SL00005621,INV202402256,20240604,P000202,2,3.29,0,0,6.58,Debit
SL00005622,INV202402257,20240604,P000635,1,7.29,0,0.87,8.16,Cash
SL00005623,INV202402257,20240604,P000593,3,6.99,0,2.52,23.49,Cash
SL00005624,INV202402257,20240604,P000401,3,11.99,0,4.32,40.29,Cash
SL00005625,INV202402257,20240604,P000112,1,6.39,0,0,6.39,Cash
SL00005626,INV202402258,20240604,P000780,1,3.69,3.13,0.07,0.63,Debit
SL00005627,INV202402258,20240604,P000369,1,4.49,0,0.54,5.03,Debit
SL00005628,INV202402258,20240604,P000028,2,8.99,0,0,17.98,Debit
SL00005629,INV202402258,20240604,P000675,1,35.99,0,0,35.99,Debit
SL00005630,INV202402259,20240604,P000533,1,1.79,0.36,0,1.43,Cash
SL00005631,INV202402259,20240604,P000159,1,4.99,0,0,4.99,Cash
SL00005632,INV202402260,20240604,P000537,1,5.79,0,0,5.79,Credit
SL00005633,INV202402260,20240604,P000081,2,4.29,3.13,0,5.45,Credit
SL00005634,INV202402260,20240604,P000098,3,3.89,0,0,11.67,Credit
SL00005635,INV202402260,20240604,P000120,2,5.79,0,0,11.58,Credit
SL00005636,INV202402261,20240604,P000632,1,11.49,0,1.38,12.87,Debit
SL00005637,INV202402261,20240604,P000320,3,4.49,4.27,1.1,10.3,Debit
SL00005638,INV202402261,20240604,P000462,3,5.29,0,0,15.87,Debit
SL00005639,INV202402262,20240604,P000389,1,2.09,0.42,0,1.67,Cash
SL00005640,INV202402262,20240604,P000399,3,4.99,0,1.8,16.77,Cash
SL00005641,INV202402262,20240604,P000401,3,11.99,0,4.32,40.29,Cash
SL00005642,INV202402263,20240604,P000226,1,5.79,0,0.69,6.48,Credit
SL00005643,INV202402263,20240604,P000398,2,3.99,0,0.96,8.94,Credit
SL00005644,INV202402263,20240604,P000655,3,10.99,0,0,32.97,Credit
SL00005645,INV202402263,20240604,P000443,1,5.49,1.12,0.52,4.89,Credit
SL00005646,INV202402264,20240604,P000816,3,16.49,0,5.94,55.41,Credit
SL00005647,INV202402264,20240604,P000211,2,8.99,0,2.16,20.14,Credit
SL00005648,INV202402264,20240604,P000126,3,6.99,0,0,20.97,Credit
SL00005649,INV202402265,20240604,P000609,1,5.99,0,0.72,6.71,Cash
SL00005650,INV202402265,20240604,P000099,3,4.99,0,0,14.97,Cash
SL00005651,INV202402265,20240604,P000164,1,7.49,0,0,7.49,Cash
SL00005652,INV202402266,20240605,P000421,3,4.99,0,1.8,16.77,Debit
SL00005653,INV202402266,20240605,P000791,3,12.99,0,4.68,43.65,Debit
SL00005654,INV202402266,20240605,P000060,3,8.99,2.66,0,24.31,Debit
SL00005655,INV202402266,20240605,P000373,3,3.79,0,1.36,12.73,Debit
SL00005656,INV202402267,20240605,P000045,3,4.29,3.64,0,9.23,Cash
SL00005657,INV202402267,20240605,P000525,3,8.49,0,0,25.47,Cash
SL00005658,INV202402267,20240605,P000078,2,3.79,0,0,7.58,Cash
SL00005659,INV202402267,20240605,P000755,1,7.99,0,0.96,8.95,Cash
SL00005660,INV202402268,20240605,P000513,1,10.99,0,0,10.99,Debit
SL00005661,INV202402268,20240605,P000689,3,16.99,0,0,50.97,Debit
SL00005662,INV202402268,20240605,P000240,2,9.29,0,2.23,20.81,Debit
SL00005663,INV202402268,20240605,P000840,3,8.49,0,3.06,28.53,Debit
SL00005664,INV202402269,20240605,P000618,1,9.79,5.73,0.49,4.55,Debit
SL00005665,INV202402269,20240605,P000690,2,15.49,0,0,30.98,Debit
SL00005666,INV202402269,20240605,P000706,2,35.99,0,0,71.98,Debit
SL00005667,INV202402269,20240605,P000599,2,8.79,0,2.11,19.69,Debit
SL00005668,INV202402270,20240605,P000283,3,2.49,0,0.9,8.37,Credit
SL00005669,INV202402270,20240605,P000036,2,6.19,0,0,12.38,Credit
SL00005670,INV202402270,20240605,P000716,3,12.99,9.23,3.57,33.31,Credit
SL00005671,INV202402271,20240605,P000444,1,2.99,0,0.36,3.35,Debit
SL00005672,INV202402271,20240605,P000733,3,9.29,2.9,3,27.97,Debit
SL00005673,INV202402271,20240605,P000095,1,6.49,0,0,6.49,Debit
SL00005674,INV202402272,20240605,P000726,2,5.79,9.28,0.28,2.58,Credit
SL00005675,INV202402272,20240605,P000270,2,9.49,0,2.28,21.26,Credit
SL00005676,INV202402272,20240605,P000309,1,5.79,0,0.69,6.48,Credit
SL00005677,INV202402272,20240605,P000696,3,9.99,0,0,29.97,Credit
SL00005678,INV202402273,20240605,P000389,3,2.09,0,0.75,7.02,Debit
SL00005679,INV202402274,20240605,P000690,3,15.49,0,0,46.47,Credit
SL00005680,INV202402274,20240605,P000243,3,5.99,0,2.16,20.13,Credit
SL00005681,INV202402274,20240605,P000781,3,7.99,0,2.88,26.85,Credit
SL00005682,INV202402275,20240605,P000669,3,15.99,0,0,47.97,Cash
SL00005683,INV202402276,20240605,P000511,1,15.99,0,0,15.99,Debit
SL00005684,INV202402276,20240605,P000614,1,7.69,0,0.92,8.61,Debit
SL00005685,INV202402276,20240605,P000702,3,10.49,0,0,31.47,Debit
SL00005686,INV202402276,20240605,P000001,1,7.49,0,0,7.49,Debit
SL00005687,INV202402277,20240605,P000567,3,5.79,0,0,17.37,Debit
SL00005688,INV202402277,20240605,P000085,1,6.99,0,0,6.99,Debit
SL00005689,INV202402278,20240605,P000220,3,4.79,6.2,0.98,9.15,Debit
SL00005690,INV202402278,20240605,P000398,2,3.99,3.67,0.52,4.83,Debit
SL00005691,INV202402278,20240605,P000626,2,5.99,0,1.44,13.42,Debit
SL00005692,INV202402278,20240605,P000178,3,2.59,4.33,0,3.44,Debit
SL00005693,INV202402279,20240605,P000399,3,4.99,0,1.8,16.77,Debit
SL00005694,INV202402279,20240605,P000358,1,8.79,0,1.05,9.84,Debit
SL00005695,INV202402279,20240605,P000196,1,2.49,0,0,2.49,Debit
SL00005696,INV202402280,20240606,P000708,2,22.99,0,0,45.98,Debit
SL00005697,INV202402280,20240606,P000580,1,1.69,0,0,1.69,Debit
SL00005698,INV202402281,20240606,P000156,3,7.69,0.73,0,22.34,Credit
SL00005699,INV202402281,20240606,P000492,2,9.49,0,0,18.98,Credit
SL00005700,INV202402282,20240606,P000495,2,7.29,0,0,14.58,Debit
SL00005701,INV202402283,20240606,P000569,1,5.79,0,0,5.79,Debit
SL00005702,INV202402283,20240606,P000795,1,6.49,0,0.78,7.27,Debit
SL00005703,INV202402284,20240606,P000485,2,6.49,0,0,12.98,Credit
SL00005704,INV202402284,20240606,P000168,2,2.99,0,0,5.98,Credit
SL00005705,INV202402284,20240606,P000610,1,5.99,0,0.72,6.71,Credit
SL00005706,INV202402284,20240606,P000617,3,9.29,0,3.34,31.21,Credit
SL00005707,INV202402285,20240606,P000397,2,3.99,0.62,0.88,8.24,Credit
SL00005708,INV202402285,20240606,P000445,3,3.19,4.11,0.66,6.12,Credit
SL00005709,INV202402286,20240606,P000398,1,3.99,0,0.48,4.47,Debit
SL00005710,INV202402287,20240606,P000779,3,8.99,0,3.24,30.21,Debit
SL00005711,INV202402287,20240606,P000030,2,8.29,0,0,16.58,Debit
SL00005712,INV202402288,20240606,P000551,3,6.49,0,0,19.47,Debit
SL00005713,INV202402288,20240606,P000270,2,9.49,0,2.28,21.26,Debit
SL00005714,INV202402289,20240606,P000579,2,4.79,0,0,9.58,Debit
SL00005715,INV202402290,20240606,P000753,1,11.49,0,1.38,12.87,Credit
SL00005716,INV202402290,20240606,P000704,2,42.99,0,0,85.98,Credit
SL00005717,INV202402291,20240606,P000638,1,6.49,0,0.78,7.27,Debit
SL00005718,INV202402292,20240606,P000609,1,5.99,0,0.72,6.71,Credit
SL00005719,INV202402292,20240606,P000004,2,7.29,4.76,0,9.82,Credit
SL00005720,INV202402292,20240606,P000763,1,14.49,0,1.74,16.23,Credit
SL00005721,INV202402292,20240606,P000611,3,12.99,0.96,4.56,42.57,Credit
SL00005722,INV202402293,20240606,P000830,3,6.49,0,2.34,21.81,Debit
SL00005723,INV202402293,20240606,P000329,1,6.29,0,0.75,7.04,Debit
SL00005724,INV202402293,20240606,P000630,3,5.29,0,1.9,17.77,Debit
SL00005725,INV202402294,20240607,P000294,2,2.99,0,0.72,6.7,Debit
SL00005726,INV202402295,20240607,P000707,2,27.49,0.82,0,54.16,Credit
SL00005727,INV202402295,20240607,P000261,3,8.19,9.68,1.79,16.68,Credit
SL00005728,INV202402295,20240607,P000045,2,4.29,0,0,8.58,Credit
SL00005729,INV202402296,20240607,P000843,3,15.99,0,5.76,53.73,Debit
SL00005730,INV202402296,20240607,P000506,2,5.29,0,0,10.58,Debit
SL00005731,INV202402296,20240607,P000842,1,8.49,0,1.02,9.51,Debit
SL00005732,INV202402296,20240607,P000614,1,7.69,0,0.92,8.61,Debit
SL00005733,INV202402297,20240607,P000124,2,7.79,0,0,15.58,Debit
SL00005734,INV202402297,20240607,P000848,2,56.99,0,13.68,127.66,Debit
SL00005735,INV202402297,20240607,P000115,2,6.49,0,0,12.98,Debit
SL00005736,INV202402297,20240607,P000656,2,35.99,0,0,71.98,Debit
SL00005737,INV202402298,20240607,P000253,2,12.99,0,3.12,29.1,Credit
SL00005738,INV202402299,20240607,P000464,2,5.99,0,0,11.98,Credit
SL00005739,INV202402299,20240607,P000807,1,7.99,0,0.96,8.95,Credit
SL00005740,INV202402299,20240607,P000697,1,30.99,0,0,30.99,Credit
SL00005741,INV202402300,20240607,P000052,1,7.99,0,0,7.99,Cash
SL00005742,INV202402300,20240607,P000338,2,5.79,3.29,0.99,9.28,Cash
SL00005743,INV202402300,20240607,P000334,2,4.79,0,1.15,10.73,Cash
SL00005744,INV202402300,20240607,P000801,3,7.99,8.11,1.9,17.76,Cash
SL00005745,INV202402301,20240607,P000657,2,32.99,2.55,0,63.43,Credit
SL00005746,INV202402301,20240607,P000644,3,16.99,0,0,50.97,Credit
SL00005747,INV202402301,20240607,P000109,3,6.29,0,0,18.87,Credit
SL00005748,INV202402302,20240607,P000460,2,3.49,0,0,6.98,Cash
SL00005749,INV202402302,20240607,P000827,2,10.99,0,2.64,24.62,Cash
SL00005750,INV202402302,20240607,P000735,3,6.19,0,2.23,20.8,Cash
SL00005751,INV202402303,20240607,P000344,3,7.99,0,2.88,26.85,Debit
SL00005752,INV202402303,20240607,P000713,2,17.49,0,4.2,39.18,Debit
SL00005753,INV202402303,20240607,P000685,2,11.99,0,0,23.98,Debit
SL00005754,INV202402304,20240607,P000558,2,3.19,0,0,6.38,Credit
SL00005755,INV202402304,20240607,P000430,1,2.39,0.48,0,1.91,Credit
SL00005756,INV202402305,20240607,P000785,2,8.49,0,2.04,19.02,Credit
SL00005757,INV202402305,20240607,P000561,3,2.39,0,0,7.17,Credit
SL00005758,INV202402305,20240607,P000745,3,8.49,0,3.06,28.53,Credit
SL00005759,INV202402306,20240607,P000313,1,10.99,0,1.32,12.31,Debit
SL00005760,INV202402307,20240607,P000114,2,6.99,0,0,13.98,Credit
SL00005761,INV202402307,20240607,P000672,3,11.49,0,0,34.47,Credit
SL00005762,INV202402308,20240607,P000210,3,5.69,0,0,17.07,Cash
SL00005763,INV202402308,20240607,P000463,2,5.69,0,0,11.38,Cash
SL00005764,INV202402308,20240607,P000831,3,12.99,0,4.68,43.65,Cash
SL00005765,INV202402309,20240608,P000825,3,9.29,0,3.34,31.21,Debit
SL00005766,INV202402309,20240608,P000465,2,4.99,9.78,0,0.2,Debit
SL00005767,INV202402309,20240608,P000583,3,7.19,0,0,21.57,Debit
SL00005768,INV202402309,20240608,P000294,1,2.99,0.6,0,2.39,Debit
SL00005769,INV202402310,20240608,P000123,3,7.19,5.12,0,16.45,Credit
SL00005770,INV202402310,20240608,P000845,1,11.99,0,1.44,13.43,Credit
SL00005771,INV202402310,20240608,P000460,2,3.49,2.27,0,4.71,Credit
SL00005772,INV202402310,20240608,P000782,1,7.19,0,0.86,8.05,Credit
SL00005773,INV202402311,20240608,P000482,2,5.79,0,0,11.58,Credit
SL00005774,INV202402311,20240608,P000242,2,5.79,0,1.39,12.97,Credit
SL00005775,INV202402311,20240608,P000791,1,12.99,0,1.56,14.55,Credit
SL00005776,INV202402311,20240608,P000246,2,6.29,0,1.51,14.09,Credit
SL00005777,INV202402312,20240608,P000603,3,7.69,0,2.77,25.84,Debit
SL00005778,INV202402312,20240608,P000698,2,31.99,0,0,63.98,Debit
SL00005779,INV202402312,20240608,P000746,3,7.19,8.64,1.55,14.48,Debit
SL00005780,INV202402313,20240608,P000006,3,8.49,0,0,25.47,Credit
SL00005781,INV202402313,20240608,P000396,2,3.69,0,0.89,8.27,Credit
SL00005782,INV202402313,20240608,P000500,2,4.79,0,0,9.58,Credit
SL00005783,INV202402314,20240608,P000236,2,7.99,0.65,1.84,17.17,Credit
SL00005784,INV202402314,20240608,P000148,1,6.99,1.4,0,5.59,Credit
SL00005785,INV202402314,20240608,P000265,1,7.49,0,0.9,8.39,Credit
SL00005786,INV202402315,20240608,P000739,2,7.19,4.79,1.15,10.74,Credit
SL00005787,INV202402315,20240608,P000210,2,5.69,0,0,11.38,Credit
SL00005788,INV202402315,20240608,P000756,3,10.99,0,3.96,36.93,Credit
SL00005789,INV202402315,20240608,P000502,1,3.39,0,0,3.39,Credit
SL00005790,INV202402316,20240608,P000273,1,3.49,0,0.42,3.91,Debit
SL00005791,INV202402317,20240608,P000231,2,8.49,0,2.04,19.02,Debit
SL00005792,INV202402318,20240608,P000367,2,4.49,0,1.08,10.06,Debit
SL00005793,INV202402318,20240608,P000736,2,6.19,0,1.49,13.87,Debit
SL00005794,INV202402318,20240608,P000582,2,5.79,0,0,11.58,Debit
SL00005795,INV202402318,20240608,P000822,1,14.49,0,1.74,16.23,Debit
SL00005796,INV202402319,20240608,P000777,2,20.99,3.66,4.6,42.92,Credit
SL00005797,INV202402319,20240608,P000641,2,15.99,0,0,31.98,Credit
SL00005798,INV202402319,20240608,P000230,2,7.99,0,1.92,17.9,Credit
