PurchaseLineID,PurchaseOrderID,DateKey,SupplierID,ProductID,QuantityPurchased,UnitCost,TotalCost,PurchaseStatus
PL0000365,PO202500062,20250415,SUP010,P000720,26,4.49,116.74,Received
PL0000366,PO202500062,20250415,SUP010,P000761,22,8.99,197.78,Received
PL0000367,PO202500062,20250415,SUP010,P000765,23,8.99,206.77,Received
PL0000368,PO202500062,20250415,SUP010,P000753,22,7.99,175.78,Received
PL0000369,PO202500062,20250415,SUP010,P000769,29,4.99,144.71,Received
PL0000370,PO202400063,20241215,SUP012,P000010,22,4.99,109.78,Received
PL0000371,PO202400063,20241215,SUP012,P000016,22,6.49,142.78,Received
PL0000372,PO202400063,20241215,SUP012,P000028,24,6.49,155.76,Received
PL0000373,PO202400063,20241215,SUP012,P000011,25,3.99,99.75,Received
PL0000374,PO202400063,20241215,SUP012,P000023,23,5.49,126.27,Received
PL0000375,PO202400063,20241215,SUP012,P000029,23,6.29,144.67,Received
PL0000376,PO202400063,20241215,SUP012,P000020,28,6.79,190.12,Received
PL0000377,PO202400063,20241215,SUP012,P000069,22,5.99,131.78,Received
PL0000378,PO202400064,20240615,SUP009,P000665,23,16.99,390.77,Received
PL0000379,PO202400064,20240615,SUP009,P000679,23,11.49,264.27,Received
PL0000380,PO202400064,20240615,SUP009,P000663,21,18.99,398.79,Received
PL0000381,PO202400064,20240615,SUP009,P000708,22,15.99,351.78,Received
PL0000382,PO202400064,20240615,SUP009,P000664,25,13.99,349.75,Received
PL0000383,PO202500065,20250615,SUP011,P000842,23,5.99,137.77,Received
PL0000384,PO202500065,20250615,SUP011,P000847,23,12.99,298.77,Received
PL0000385,PO202500066,20251115,SUP011,P000833,24,7.99,191.76,Received
PL0000386,PO202500066,20251115,SUP011,P000776,25,2.99,74.75,Received
PL0000387,PO202500066,20251115,SUP011,P000816,23,11.49,264.27,Received
PL0000388,PO202500066,20251115,SUP011,P000802,23,5.49,126.27,Received
PL0000389,PO202500067,20250215,SUP014,P000168,21,1.99,41.79,Received
PL0000390,PO202500067,20250215,SUP014,P000147,22,4.39,96.58,Received
PL0000391,PO202500067,20250215,SUP014,P000205,26,2.49,64.74,Received
PL0000392,PO202500067,20250215,SUP014,P000195,22,1.49,32.78,Received
PL0000393,PO202500067,20250215,SUP014,P000188,21,3.29,69.09,Received
PL0000394,PO202500067,20250215,SUP014,P000180,21,2.99,62.79,Received
PL0000395,PO202500067,20250215,SUP014,P000142,23,1.89,43.47,Received
PL0000396,PO202500067,20250215,SUP014,P000153,22,3.99,87.78,Received
PL0000397,PO202400068,20240415,SUP030,P000575,22,3.49,76.78,Received
PL0000398,PO202400068,20240415,SUP030,P000528,24,3.99,95.76,Received
PL0000399,PO202400068,20240415,SUP030,P000463,28,3.79,106.12,Received
PL0000400,PO202400068,20240415,SUP030,P000534,24,0.99,23.76,Received
PL0000401,PO202400068,20240415,SUP030,P000522,22,3.49,76.78,Received
PL0000402,PO202400068,20240415,SUP030,P000558,25,2.19,54.75,Received
PL0000403,PO202400068,20240415,SUP030,P000540,22,2.99,65.78,Received
PL0000404,PO202400069,20240715,SUP014,P000192,25,1.69,42.25,Received
PL0000405,PO202400069,20240715,SUP014,P000151,22,3.49,76.78,Received
PL0000406,PO202400069,20240715,SUP014,P000139,21,5.29,111.09,Received
PL0000407,PO202400069,20240715,SUP014,P000196,22,1.69,37.18,Received
PL0000408,PO202400069,20240715,SUP014,P000154,22,4.29,94.38,Received
PL0000409,PO202400069,20240715,SUP014,P000207,23,3.29,75.67,Received
PL0000410,PO202400069,20240715,SUP014,P000144,22,1.39,30.58,Received
PL0000411,PO202400070,20240415,SUP014,P000170,21,2.99,62.79,Received
PL0000412,PO202400070,20240415,SUP014,P000176,25,2.99,74.75,Received
PL0000413,PO202400070,20240415,SUP014,P000133,28,1.29,36.12,Received
PL0000414,PO202400070,20240415,SUP014,P000172,25,2.99,74.75,Received
PL0000415,PO202400070,20240415,SUP014,P000140,23,1.69,38.87,Received
PL0000416,PO202500071,20250215,SUP005,P000353,23,5.99,137.77,Received
PL0000417,PO202500071,20250215,SUP005,P000311,26,7.99,207.74,Received
PL0000418,PO202500071,20250215,SUP005,P000357,26,5.99,155.74,Received
PL0000419,PO202500071,20250215,SUP005,P000322,22,2.49,54.78,Received
PL0000420,PO202500071,20250215,SUP005,P000285,32,2.49,79.68,Received
PL0000421,PO202500071,20250215,SUP005,P000272,21,2.29,48.09,Received
PL0000422,PO202500071,20250215,SUP005,P000350,22,1.69,37.18,Received
PL0000423,PO202500072,20251015,SUP013,P000068,25,5.99,149.75,Received
PL0000424,PO202500072,20251015,SUP013,P000067,22,5.99,131.78,Received
PL0000425,PO202500072,20251015,SUP013,P000066,22,5.29,116.38,Received
PL0000426,PO202500072,20251015,SUP013,P000033,22,5.19,114.18,Received
PL0000427,PO202500072,20251015,SUP013,P000051,21,5.69,119.49,Received
PL0000428,PO202500072,20251015,SUP013,P000037,23,4.29,98.67,Received
PL0000429,PO202500072,20251015,SUP013,P000050,26,5.49,142.74,Received
PL0000430,PO202500072,20251015,SUP013,P000032,23,5.19,119.37,Received
PL0000431,PO202500073,20250715,SUP011,P000842,23,5.99,137.77,Received
PL0000432,PO202500073,20250715,SUP011,P000848,23,39.99,919.77,Received
PL0000433,PO202400074,20241115,SUP013,P000033,23,5.19,119.37,Received
PL0000434,PO202400074,20241115,SUP013,P000038,22,4.29,94.38,Received
PL0000435,PO202400074,20241115,SUP013,P000035,22,4.29,94.38,Received
PL0000436,PO202400074,20241115,SUP013,P000068,23,5.99,137.77,Received
PL0000437,PO202400074,20241115,SUP013,P000031,23,4.99,114.77,Received
PL0000438,PO202400074,20241115,SUP013,P000054,22,5.29,116.38,Received
PL0000439,PO202400074,20241115,SUP013,P000036,24,4.29,102.96,Received
PL0000440,PO202500075,20250915,SUP014,P000160,21,3.69,77.49,Received
PL0000441,PO202500075,20250915,SUP014,P000196,24,1.69,40.56,Received
PL0000442,PO202500075,20250915,SUP014,P000185,23,2.49,57.27,Received
PL0000443,PO202500075,20250915,SUP014,P000144,22,1.39,30.58,Received
PL0000444,PO202500075,20250915,SUP014,P000133,28,1.29,36.12,Received
PL0000445,PO202500075,20250915,SUP014,P000183,25,4.79,119.75,Received
PL0000446,PO202500075,20250915,SUP014,P000155,26,4.99,129.74,Received
PL0000447,PO202500076,20250415,SUP016,P000280,24,2.39,57.36,Received
PL0000448,PO202500076,20250415,SUP016,P000321,24,3.29,78.96,Received
PL0000449,PO202500076,20250415,SUP016,P000298,32,2.19,70.08,Received
PL0000450,PO202500076,20250415,SUP016,P000276,22,2.29,50.38,Received
PL0000451,PO202500076,20250415,SUP016,P000294,24,1.99,47.76,Received
PL0000452,PO202500076,20250415,SUP016,P000339,25,2.79,69.75,Received
PL0000453,PO202500076,20250415,SUP016,P000282,24,2.49,59.76,Received
PL0000454,PO202400077,20240915,SUP011,P000849,24,6.99,167.76,Received
PL0000455,PO202500078,20251215,SUP008,P000610,23,3.99,91.77,Cancelled
PL0000456,PO202500078,20251215,SUP008,P000630,21,3.49,73.29,Cancelled
PL0000457,PO202500078,20251215,SUP008,P000625,21,4.29,90.09,Cancelled
PL0000458,PO202500078,20251215,SUP008,P000622,28,4.79,134.12,Cancelled
PL0000459,PO202500078,20251215,SUP008,P000633,24,3.99,95.76,Cancelled
PL0000460,PO202500078,20251215,SUP008,P000634,27,4.19,113.13,Cancelled
PL0000461,PO202500078,20251215,SUP008,P000619,22,6.99,153.78,Cancelled
PL0000462,PO202400079,20240915,SUP011,P000797,22,5.29,116.38,Received
PL0000463,PO202400079,20240915,SUP011,P000822,21,9.99,209.79,Received
PL0000464,PO202400079,20240915,SUP011,P000834,22,8.49,186.78,Received
PL0000465,PO202400079,20240915,SUP011,P000803,23,6.99,160.77,Received
PL0000466,PO202400079,20240915,SUP011,P000816,23,11.49,264.27,Received
PL0000467,PO202400080,20240715,SUP011,P000848,26,39.99,1039.74,Received
PL0000468,PO202400080,20240715,SUP011,P000842,24,5.99,143.76,Received
PL0000469,PO202400081,20241215,SUP011,P000820,23,3.99,91.77,Received
PL0000470,PO202400081,20241215,SUP011,P000778,21,5.99,125.79,Received
PL0000471,PO202400081,20241215,SUP011,P000846,25,9.49,237.25,Received
PL0000472,PO202400081,20241215,SUP011,P000772,25,2.99,74.75,Received
PL0000473,PO202500082,20250715,SUP023,P000124,23,5.39,123.97,Received
PL0000474,PO202500082,20250715,SUP023,P000074,21,3.29,69.09,Received
PL0000475,PO202500082,20250715,SUP023,P000091,21,13.49,283.29,Received
PL0000476,PO202500082,20250715,SUP023,P000103,21,3.39,71.19,Received
PL0000477,PO202500082,20250715,SUP023,P000123,35,4.99,174.65,Received
PL0000478,PO202500082,20250715,SUP023,P000083,23,3.29,75.67,Received
PL0000479,PO202400083,20240815,SUP012,P000026,22,5.69,125.18,Received
PL0000480,PO202400083,20240815,SUP012,P000062,21,5.79,121.59,Received
PL0000481,PO202400083,20240815,SUP012,P000029,22,6.29,138.38,Received
PL0000482,PO202400083,20240815,SUP012,P000025,29,5.69,165.01,Received
PL0000483,PO202400083,20240815,SUP012,P000004,24,5.29,126.96,Received
PL0000484,PO202400083,20240815,SUP012,P000009,31,3.49,108.19,Received
PL0000485,PO202400083,20240815,SUP012,P000015,25,5.99,149.75,Received
PL0000486,PO202400083,20240815,SUP012,P000020,23,6.79,156.17,Received
PL0000487,PO202500084,20250515,SUP016,P000320,24,2.99,71.76,Received
PL0000488,PO202500084,20250515,SUP016,P000287,23,5.49,126.27,Received
PL0000489,PO202500084,20250515,SUP016,P000278,26,2.29,59.54,Received
PL0000490,PO202500084,20250515,SUP016,P000321,22,3.29,72.38,Received
PL0000491,PO202500084,20250515,SUP016,P000295,21,1.99,41.79,Received
PL0000492,PO202500084,20250515,SUP016,P000338,21,3.99,83.79,Received
PL0000493,PO202500084,20250515,SUP016,P000344,23,5.49,126.27,Received
PL0000494,PO202500084,20250515,SUP016,P000335,24,3.29,78.96,Received
PL0000495,PO202500085,20250915,SUP030,P000558,28,2.19,61.32,Received
PL0000496,PO202500085,20250915,SUP030,P000540,24,2.99,71.76,Received
PL0000497,PO202500085,20250915,SUP030,P000501,24,1.49,35.76,Received
PL0000498,PO202500085,20250915,SUP030,P000581,26,6.49,168.74,Received
PL0000499,PO202500085,20250915,SUP030,P000542,21,0.99,20.79,Received
PL0000500,PO202500085,20250915,SUP030,P000492,25,6.49,162.25,Received
PL0000501,PO202500085,20250915,SUP030,P000511,25,10.99,274.75,Received
PL0000502,PO202500086,20250615,SUP009,P000670,27,12.99,350.73,Received
PL0000503,PO202500086,20250615,SUP009,P000675,22,24.99,549.78,Received
PL0000504,PO202500086,20250615,SUP009,P000667,22,29.99,659.78,Received
PL0000505,PO202500086,20250615,SUP009,P000710,28,19.99,559.72,Received
PL0000506,PO202500086,20250615,SUP009,P000672,26,7.99,207.74,Received
PL0000507,PO202500086,20250615,SUP009,P000677,22,11.99,263.78,Received
PL0000508,PO202500086,20250615,SUP009,P000707,23,18.99,436.77,Received
PL0000509,PO202500086,20250615,SUP009,P000680,25,8.99,224.75,Received
PL0000510,PO202500087,20251015,SUP011,P000849,23,6.99,160.77,Received
PL0000511,PO202400088,20241215,SUP011,P000849,22,6.99,153.78,Received
PL0000512,PO202500089,20250515,SUP007,P000521,25,2.19,54.75,Received
PL0000513,PO202500089,20250515,SUP007,P000512,23,7.99,183.77,Received
PL0000514,PO202500089,20250515,SUP007,P000465,25,3.29,82.25,Received
PL0000515,PO202500089,20250515,SUP007,P000466,23,1.49,34.27,Received
PL0000516,PO202500089,20250515,SUP007,P000499,26,2.99,77.74,Received
PL0000517,PO202500089,20250515,SUP007,P000500,21,3.29,69.09,Received
PL0000518,PO202500089,20250515,SUP007,P000468,24,1.49,35.76,Received
PL0000519,PO202400090,20240715,SUP006,P000388,25,1.19,29.75,Received
PL0000520,PO202400090,20240715,SUP006,P000446,21,3.29,69.09,Received
PL0000521,PO202400090,20240715,SUP006,P000366,30,2.99,89.7,Received
PL0000522,PO202400090,20240715,SUP006,P000362,21,2.49,52.29,Received
PL0000523,PO202400090,20240715,SUP006,P000431,27,1.49,40.23,Received
PL0000524,PO202400090,20240715,SUP006,P000421,25,3.29,82.25,Received
PL0000525,PO202400091,20241215,SUP009,P000670,22,12.99,285.78,Received
PL0000526,PO202400091,20241215,SUP009,P000665,28,16.99,475.72,Received
PL0000527,PO202400091,20241215,SUP009,P000669,25,10.99,274.75,Received
PL0000528,PO202400091,20241215,SUP009,P000674,23,27.99,643.77,Received
PL0000529,PO202400091,20241215,SUP009,P000679,24,11.49,275.76,Received
PL0000530,PO202400091,20241215,SUP009,P000707,23,18.99,436.77,Received
PL0000531,PO202400091,20241215,SUP009,P000680,25,8.99,224.75,Received
PL0000532,PO202400091,20241215,SUP009,P000666,23,17.49,402.27,Received
PL0000533,PO202400092,20240615,SUP008,P000591,21,4.29,90.09,Received
PL0000534,PO202400092,20240615,SUP008,P000610,24,3.99,95.76,Received
PL0000535,PO202400092,20240615,SUP008,P000638,22,4.49,98.78,Received
PL0000536,PO202400092,20240615,SUP008,P000592,23,4.49,103.27,Received
PL0000537,PO202400092,20240615,SUP008,P000598,24,4.49,107.76,Received
PL0000538,PO202400092,20240615,SUP008,P000630,28,3.49,97.72,Received
PL0000539,PO202400092,20240615,SUP008,P000594,22,5.29,116.38,Received
PL0000540,PO202400093,20240915,SUP008,P000617,21,6.49,136.29,Received
PL0000541,PO202400093,20240915,SUP008,P000601,22,4.49,98.78,Received
PL0000542,PO202400093,20240915,SUP008,P000633,25,3.99,99.75,Received
PL0000543,PO202400093,20240915,SUP008,P000598,22,4.49,98.78,Received
PL0000544,PO202400093,20240915,SUP008,P000615,22,5.49,120.78,Received
PL0000545,PO202400093,20240915,SUP008,P000634,24,4.19,100.56,Received
PL0000546,PO202400093,20240915,SUP008,P000594,33,5.29,174.57,Received
PL0000547,PO202400094,20240615,SUP013,P000036,23,4.29,98.67,Received
PL0000548,PO202400094,20240615,SUP013,P000031,23,4.99,114.77,Received
PL0000549,PO202400094,20240615,SUP013,P000035,26,4.29,111.54,Received
PL0000550,PO202400094,20240615,SUP013,P000034,21,5.99,125.79,Received
PL0000551,PO202500095,20250715,SUP002,P000106,24,3.89,93.36,Cancelled
PL0000552,PO202500095,20250715,SUP002,P000101,22,3.09,67.98,Cancelled
PL0000553,PO202500095,20250715,SUP002,P000113,22,4.59,100.98,Cancelled
PL0000554,PO202500095,20250715,SUP002,P000094,22,4.19,92.18,Cancelled
PL0000555,PO202500095,20250715,SUP002,P000130,22,4.59,100.98,Cancelled
PL0000556,PO202500095,20250715,SUP002,P000097,23,2.99,68.77,Cancelled
PL0000557,PO202500095,20250715,SUP002,P000129,21,4.49,94.29,Cancelled
PL0000558,PO202500096,20250915,SUP010,P000718,27,9.99,269.73,Received
PL0000559,PO202500096,20250915,SUP010,P000760,24,3.99,95.76,Received
PL0000560,PO202500096,20250915,SUP010,P000722,26,3.29,85.54,Received
PL0000561,PO202500096,20250915,SUP010,P000747,22,4.99,109.78,Received
PL0000562,PO202500096,20250915,SUP010,P000731,22,8.99,197.78,Received
PL0000563,PO202500097,20250215,SUP001,P000049,22,4.19,92.18,Received
PL0000564,PO202500097,20250215,SUP001,P000002,25,5.29,132.25,Received
PL0000565,PO202500097,20250215,SUP001,P000631,24,8.49,203.76,Received
PL0000566,PO202500097,20250215,SUP001,P000042,22,3.99,87.78,Received
PL0000567,PO202500097,20250215,SUP001,P000045,23,2.99,68.77,Received
PL0000568,PO202400098,20240415,SUP001,P000002,24,5.29,126.96,Received
PL0000569,PO202400098,20240415,SUP001,P000012,24,5.49,131.76,Received
PL0000570,PO202400098,20240415,SUP001,P000003,25,5.19,129.75,Received
PL0000571,PO202400098,20240415,SUP001,P000631,27,8.49,229.23,Received
PL0000572,PO202400098,20240415,SUP001,P000014,21,3.99,83.79,Received
PL0000573,PO202400098,20240415,SUP001,P000043,25,4.29,107.25,Received
PL0000574,PO202400098,20240415,SUP001,P000045,21,2.99,62.79,Received
PL0000575,PO202500099,20251215,SUP016,P000352,21,1.79,37.59,Received
PL0000576,PO202500099,20251215,SUP016,P000279,24,2.29,54.96,Received
PL0000577,PO202500099,20251215,SUP016,P000277,27,2.29,61.83,Received
PL0000578,PO202500099,20251215,SUP016,P000331,24,3.49,83.76,Received
PL0000579,PO202400100,20240215,SUP016,P000282,23,2.49,57.27,Received
PL0000580,PO202400100,20240215,SUP016,P000352,22,1.79,39.38,Received
PL0000581,PO202400100,20240215,SUP016,P000309,24,3.99,95.76,Received
PL0000582,PO202400100,20240215,SUP016,P000323,23,2.19,50.37,Received
PL0000583,PO202400100,20240215,SUP016,P000286,29,5.49,159.21,Received
PL0000584,PO202400100,20240215,SUP016,P000314,21,7.79,163.59,Received
PL0000585,PO202400100,20240215,SUP016,P000303,22,2.59,56.98,Received
PL0000586,PO202400100,20240215,SUP016,P000319,23,2.99,68.77,Received
PL0000587,PO202500101,20250715,SUP016,P000326,23,1.79,41.17,Received
PL0000588,PO202500101,20250715,SUP016,P000294,22,1.99,43.78,Received
PL0000589,PO202500101,20250715,SUP016,P000338,21,3.99,83.79,Received
PL0000590,PO202500101,20250715,SUP016,P000278,24,2.29,54.96,Received
PL0000591,PO202500101,20250715,SUP016,P000346,23,5.49,126.27,Received
PL0000592,PO202500101,20250715,SUP016,P000335,23,3.29,75.67,Received
PL0000593,PO202500101,20250715,SUP016,P000324,23,2.19,50.37,Received
PL0000594,PO202500102,20250415,SUP003,P000179,23,2.49,57.27,Received
PL0000595,PO202500102,20250415,SUP003,P000177,23,1.79,41.17,Received
PL0000596,PO202500102,20250415,SUP003,P000137,25,1.09,27.25,Received
PL0000597,PO202500102,20250415,SUP003,P000173,22,3.29,72.38,Received
PL0000598,PO202400103,20240615,SUP003,P000146,24,4.29,102.96,Received
PL0000599,PO202400103,20240615,SUP003,P000135,24,3.79,90.96,Received
PL0000600,PO202400103,20240615,SUP003,P000177,23,1.79,41.17,Received
PL0000601,PO202400103,20240615,SUP003,P000635,23,4.99,114.77,Received
PL0000602,PO202400103,20240615,SUP003,P000166,21,1.19,24.99,Received
PL0000603,PO202400103,20240615,SUP003,P000197,21,1.79,37.59,Received
PL0000604,PO202400104,20240115,SUP011,P000848,21,39.99,839.79,Received
PL0000605,PO202400105,20241215,SUP009,P000701,26,7.49,194.74,Received
PL0000606,PO202400105,20241215,SUP009,P000688,25,13.49,337.25,Received
PL0000607,PO202400105,20241215,SUP009,P000687,21,12.99,272.79,Received
PL0000608,PO202400105,20241215,SUP009,P000705,21,10.99,230.79,Received
PL0000609,PO202400105,20241215,SUP009,P000682,27,6.99,188.73,Received
PL0000610,PO202400105,20241215,SUP009,P000646,23,11.99,275.77,Received
PL0000611,PO202500106,20251115,SUP016,P000358,23,5.99,137.77,Received
PL0000612,PO202500106,20251115,SUP016,P000330,24,3.49,83.76,Received
PL0000613,PO202500106,20251115,SUP016,P000338,22,3.99,87.78,Received
PL0000614,PO202500106,20251115,SUP016,P000286,21,5.49,115.29,Received
PL0000615,PO202500106,20251115,SUP016,P000334,26,3.29,85.54,Received
PL0000616,PO202500106,20251115,SUP016,P000352,21,1.79,37.59,Received
PL0000617,PO202500107,20251115,SUP007,P000552,21,4.99,104.79,Received
PL0000618,PO202500107,20251115,SUP007,P000509,22,1.99,43.78,Received
PL0000619,PO202500107,20251115,SUP007,P000493,28,8.49,237.72,Received
PL0000620,PO202500107,20251115,SUP007,P000452,24,9.99,239.76,Received
PL0000621,PO202500107,20251115,SUP007,P000472,21,1.69,35.49,Received
PL0000622,PO202500107,20251115,SUP007,P000488,22,5.99,131.78,Received
PL0000623,PO202500108,20250215,SUP009,P000707,23,18.99,436.77,Received
PL0000624,PO202500108,20250215,SUP009,P000673,23,8.99,206.77,Received
PL0000625,PO202500108,20250215,SUP009,P000667,22,29.99,659.78,Received
PL0000626,PO202500108,20250215,SUP009,P000662,22,25.99,571.78,Received
PL0000627,PO202500108,20250215,SUP009,P000664,23,13.99,321.77,Received
PL0000628,PO202500108,20250215,SUP009,P000671,23,12.49,287.27,Received
PL0000629,PO202500109,20250115,SUP001,P000013,25,5.49,137.25,Received
PL0000630,PO202500109,20250115,SUP001,P000070,22,5.29,116.38,Received
PL0000631,PO202500109,20250115,SUP001,P000605,25,5.49,137.25,Received
PL0000632,PO202500109,20250115,SUP001,P000044,28,4.29,120.12,Received
PL0000633,PO202500109,20250115,SUP001,P000046,23,2.99,68.77,Received
PL0000634,PO202500109,20250115,SUP001,P000042,23,3.99,91.77,Received
PL0000635,PO202500109,20250115,SUP001,P000053,25,3.49,87.25,Received
PL0000636,PO202400110,20240315,SUP004,P000236,21,5.99,125.79,Received
PL0000637,PO202400110,20240315,SUP004,P000228,22,4.99,109.78,Received
PL0000638,PO202400110,20240315,SUP004,P000221,26,3.69,95.94,Received
PL0000639,PO202400110,20240315,SUP004,P000248,21,6.49,136.29,Received
PL0000640,PO202400110,20240315,SUP004,P000212,23,6.29,144.67,Received
PL0000641,PO202400111,20240515,SUP005,P000359,25,5.99,149.75,Received
PL0000642,PO202400111,20240515,SUP005,P000272,22,2.29,50.38,Received
PL0000643,PO202400111,20240515,SUP005,P000350,24,1.69,40.56,Received
PL0000644,PO202400111,20240515,SUP005,P000336,23,2.49,57.27,Received
PL0000645,PO202400111,20240515,SUP005,P000357,21,5.99,125.79,Received
PL0000646,PO202400111,20240515,SUP005,P000322,23,2.49,57.27,Received
PL0000647,PO202400111,20240515,SUP005,P000315,26,6.49,168.74,Received
PL0000648,PO202400112,20241115,SUP011,P000849,26,6.99,181.74,Received
PL0000649,PO202500113,20251015,SUP002,P000119,23,3.49,80.27,Received
PL0000650,PO202500113,20251015,SUP002,P000076,22,3.99,87.78,Received
PL0000651,PO202500113,20251015,SUP002,P000072,23,2.69,61.87,Received
PL0000652,PO202500113,20251015,SUP002,P000106,26,3.89,101.14,Received
PL0000653,PO202500113,20251015,SUP002,P000096,25,2.99,74.75,Received
PL0000654,PO202400114,20241015,SUP023,P000104,22,3.49,76.78,Received
PL0000655,PO202400114,20241015,SUP023,P000074,23,3.29,75.67,Received
PL0000656,PO202400114,20241015,SUP023,P000107,21,4.99,104.79,Received
PL0000657,PO202400114,20241015,SUP023,P000086,23,4.29,98.67,Received
PL0000658,PO202400114,20241015,SUP023,P000090,25,12.99,324.75,Received
PL0000659,PO202400114,20241015,SUP023,P000091,25,13.49,337.25,Received
PL0000660,PO202400114,20241015,SUP023,P000099,26,3.39,88.14,Received
PL0000661,PO202400114,20241015,SUP023,P000087,28,4.29,120.12,Received
PL0000662,PO202500115,20250915,SUP006,P000414,23,1.89,43.47,Received
PL0000663,PO202500115,20250915,SUP006,P000413,23,1.89,43.47,Received
PL0000664,PO202500115,20250915,SUP006,P000373,24,2.49,59.76,Received
PL0000665,PO202500115,20250915,SUP006,P000388,28,1.19,33.32,Received
PL0000666,PO202400116,20240915,SUP029,P000449,23,2.79,64.17,Pending
PL0000667,PO202400116,20240915,SUP029,P000371,23,2.79,64.17,Pending
PL0000668,PO202400116,20240915,SUP029,P000375,23,2.99,68.77,Pending
PL0000669,PO202400116,20240915,SUP029,P000397,21,2.49,52.29,Pending
PL0000670,PO202400116,20240915,SUP029,P000411,25,3.99,99.75,Pending
PL0000671,PO202400116,20240915,SUP029,P000440,22,4.29,94.38,Pending
PL0000672,PO202400116,20240915,SUP029,P000447,23,2.99,68.77,Pending
PL0000673,PO202400116,20240915,SUP029,P000445,23,1.99,45.77,Pending
PL0000674,PO202400117,20241115,SUP014,P000176,22,2.99,65.78,Received
PL0000675,PO202400117,20241115,SUP014,P000182,23,4.49,103.27,Received
PL0000676,PO202400117,20241115,SUP014,P000151,26,3.49,90.74,Received
PL0000677,PO202400117,20241115,SUP014,P000138,31,3.89,120.59,Received
PL0000678,PO202400117,20241115,SUP014,P000150,22,1.19,26.18,Received
PL0000679,PO202400117,20241115,SUP014,P000163,24,5.29,126.96,Received
PL0000680,PO202400117,20241115,SUP014,P000139,24,5.29,126.96,Received
PL0000681,PO202500118,20250215,SUP010,P000764,23,9.99,229.77,Cancelled
PL0000682,PO202500118,20250215,SUP010,P000721,25,13.99,349.75,Cancelled
PL0000683,PO202500118,20250215,SUP010,P000763,25,9.99,249.75,Cancelled
PL0000684,PO202500118,20250215,SUP010,P000726,27,3.99,107.73,Cancelled
PL0000685,PO202500119,20251115,SUP009,P000694,23,6.99,160.77,Pending
PL0000686,PO202500119,20251115,SUP009,P000654,25,10.99,274.75,Pending
PL0000687,PO202500119,20251115,SUP009,P000650,30,13.99,419.7,Pending
PL0000688,PO202500119,20251115,SUP009,P000698,23,22.99,528.77,Pending
PL0000689,PO202400120,20240815,SUP002,P000081,22,2.99,65.78,Received
PL0000690,PO202400120,20240815,SUP002,P000096,26,2.99,77.74,Received
PL0000691,PO202400120,20240815,SUP002,P000125,22,5.19,114.18,Received
PL0000692,PO202400120,20240815,SUP002,P000118,24,4.19,100.56,Received
PL0000693,PO202400120,20240815,SUP002,P000072,21,2.69,56.49,Received
PL0000694,PO202400120,20240815,SUP002,P000111,26,3.19,82.94,Received
PL0000695,PO202400120,20240815,SUP002,P000119,25,3.49,87.25,Received
PL0000696,PO202400120,20240815,SUP002,P000130,23,4.59,105.57,Received
PL0000697,PO202400121,20240515,SUP013,P000032,23,5.19,119.37,Received
PL0000698,PO202400121,20240515,SUP013,P000038,27,4.29,115.83,Received
PL0000699,PO202400121,20240515,SUP013,P000033,22,5.19,114.18,Received
PL0000700,PO202400121,20240515,SUP013,P000054,22,5.29,116.38,Received
PL0000701,PO202400121,20240515,SUP013,P000066,23,5.29,121.67,Received
PL0000702,PO202400121,20240515,SUP013,P000005,23,4.99,114.77,Received
PL0000703,PO202400121,20240515,SUP013,P000050,23,5.49,126.27,Received
PL0000704,PO202400121,20240515,SUP013,P000040,22,4.39,96.58,Received
PL0000705,PO202400122,20240115,SUP011,P000848,21,39.99,839.79,Received
PL0000706,PO202500123,20250315,SUP003,P000148,22,4.89,107.58,Received
PL0000707,PO202500123,20250315,SUP003,P000166,24,1.19,28.56,Received
PL0000708,PO202500123,20250315,SUP003,P000177,23,1.79,41.17,Received
PL0000709,PO202500123,20250315,SUP003,P000202,23,2.29,52.67,Received
PL0000710,PO202500123,20250315,SUP003,P000135,23,3.79,87.17,Received
PL0000711,PO202500123,20250315,SUP003,P000626,22,3.99,87.78,Received
PL0000712,PO202500123,20250315,SUP003,P000181,21,5.49,115.29,Received
PL0000713,PO202400124,20241215,SUP002,P000088,24,4.49,107.76,Received
PL0000714,PO202400124,20241215,SUP002,P000089,25,4.49,112.25,Received
PL0000715,PO202400124,20241215,SUP002,P000080,23,2.99,68.77,Received
PL0000716,PO202400124,20241215,SUP002,P000105,24,3.49,83.76,Received
PL0000717,PO202400124,20241215,SUP002,P000071,24,2.49,59.76,Received
PL0000718,PO202400124,20241215,SUP002,P000129,28,4.49,125.72,Received
PL0000719,PO202500125,20250815,SUP001,P000012,29,5.49,159.21,Received
PL0000720,PO202500125,20250815,SUP001,P000045,22,2.99,65.78,Received
PL0000721,PO202500125,20250815,SUP001,P000605,23,5.49,126.27,Received
PL0000722,PO202500125,20250815,SUP001,P000043,22,4.29,94.38,Received
PL0000723,PO202500125,20250815,SUP001,P000048,26,3.99,103.74,Received
PL0000724,PO202500125,20250815,SUP001,P000046,24,2.99,71.76,Received
PL0000725,PO202500125,20250815,SUP001,P000001,22,5.49,120.78,Received
PL0000726,PO202400126,20240115,SUP029,P000445,23,1.99,45.77,Received
PL0000727,PO202400126,20240115,SUP029,P000398,24,2.49,59.76,Received
PL0000728,PO202400126,20240115,SUP029,P000430,23,1.49,34.27,Received
