InventoryID,DateKey,ProductID,OpeningStock,PurchasedQty,SoldQty,ClosingStock,ReorderLevel,StockStatus
INVST0003917,20240528,P000164,85,0,0,85,15,In Stock
INVST0003918,20240628,P000164,85,0,3,82,15,In Stock
INVST0003919,20240728,P000164,82,0,5,77,15,In Stock
INVST0003920,20240828,P000164,77,0,4,73,15,In Stock
INVST0003921,20240928,P000164,73,0,0,73,15,In Stock
INVST0003922,20241028,P000164,73,0,3,70,15,In Stock
INVST0003923,20241128,P000164,70,0,2,68,15,In Stock
INVST0003924,20241228,P000164,68,0,1,67,15,In Stock
INVST0003925,20250128,P000164,67,21,1,87,15,In Stock
INVST0003926,20250228,P000164,87,0,0,87,15,In Stock
INVST0003927,20250328,P000164,87,0,0,87,15,In Stock
INVST0003928,20250428,P000164,87,0,1,86,15,In Stock
INVST0003929,20250528,P000164,86,0,7,79,15,In Stock
INVST0003930,20250628,P000164,79,0,0,79,15,In Stock
INVST0003931,20250728,P000164,79,0,6,73,15,In Stock
INVST0003932,20250828,P000164,73,0,5,68,15,In Stock
INVST0003933,20250928,P000164,68,0,2,66,15,In Stock
INVST0003934,20251028,P000164,66,0,0,66,15,In Stock
INVST0003935,20251128,P000164,66,0,0,66,15,In Stock
INVST0003936,20251228,P000164,66,21,1,86,15,In Stock
INVST0003937,20240128,P000165,100,0,7,93,40,In Stock
INVST0003938,20240228,P000165,93,0,2,91,40,In Stock
INVST0003939,20240328,P000165,91,0,2,89,40,In Stock
INVST0003940,20240428,P000165,89,24,4,109,40,In Stock
INVST0003941,20240528,P000165,109,24,4,129,40,In Stock
INVST0003942,20240628,P000165,129,0,0,129,40,In Stock
INVST0003943,20240728,P000165,129,0,2,127,40,In Stock
INVST0003944,20240828,P000165,127,0,5,122,40,In Stock
INVST0003945,20240928,P000165,122,0,2,120,40,In Stock
INVST0003946,20241028,P000165,120,0,0,120,40,In Stock
INVST0003947,20241128,P000165,120,0,4,116,40,In Stock
INVST0003948,20241228,P000165,116,0,3,113,40,In Stock
INVST0003949,20250128,P000165,113,0,1,112,40,In Stock
INVST0003950,20250228,P000165,112,0,2,110,40,In Stock
INVST0003951,20250328,P000165,110,0,5,105,40,In Stock
INVST0003952,20250428,P000165,105,0,2,103,40,In Stock
INVST0003953,20250528,P000165,103,22,2,123,40,In Stock
INVST0003954,20250628,P000165,123,0,3,120,40,In Stock
INVST0003955,20250728,P000165,120,0,3,117,40,In Stock
INVST0003956,20250828,P000165,117,0,3,114,40,In Stock
INVST0003957,20250928,P000165,114,0,0,114,40,In Stock
INVST0003958,20251028,P000165,114,23,3,134,40,In Stock
INVST0003959,20251128,P000165,134,0,2,132,40,In Stock
INVST0003960,20251228,P000165,132,0,4,128,40,In Stock
INVST0003961,20240128,P000166,100,21,1,120,35,In Stock
INVST0003962,20240228,P000166,120,0,0,120,35,In Stock
INVST0003963,20240328,P000166,120,0,0,120,35,In Stock
INVST0003964,20240428,P000166,120,0,3,117,35,In Stock
INVST0003965,20240528,P000166,117,23,3,137,35,In Stock
INVST0003966,20240628,P000166,137,21,1,157,35,In Stock
INVST0003967,20240728,P000166,157,0,6,151,35,In Stock
INVST0003968,20240828,P000166,151,0,6,145,35,In Stock
INVST0003969,20240928,P000166,145,0,5,140,35,In Stock
INVST0003970,20241028,P000166,140,0,2,138,35,In Stock
INVST0003971,20241128,P000166,138,21,1,158,35,In Stock
INVST0003972,20241228,P000166,158,0,5,153,35,In Stock
INVST0003973,20250128,P000166,153,0,0,153,35,In Stock
INVST0003974,20250228,P000166,153,0,6,147,35,In Stock
INVST0003975,20250328,P000166,147,24,4,167,35,In Stock
INVST0003976,20250428,P000166,167,0,0,167,35,In Stock
INVST0003977,20250528,P000166,167,0,3,164,35,In Stock
INVST0003978,20250628,P000166,164,0,4,160,35,In Stock
INVST0003979,20250728,P000166,160,0,7,153,35,In Stock
INVST0003980,20250828,P000166,153,0,7,146,35,In Stock
INVST0003981,20250928,P000166,146,0,8,138,35,In Stock
INVST0003982,20251028,P000166,138,23,3,158,35,In Stock
INVST0003983,20251128,P000166,158,0,3,155,35,In Stock
INVST0003984,20251228,P000166,155,0,1,154,35,In Stock
INVST0003985,20240128,P000167,100,46,3,143,20,In Stock
INVST0003986,20240228,P000167,143,0,0,143,20,In Stock
INVST0003987,20240328,P000167,143,25,5,163,20,In Stock
INVST0003988,20240428,P000167,163,22,2,183,20,In Stock
INVST0003989,20240528,P000167,183,0,0,183,20,In Stock
INVST0003990,20240628,P000167,183,0,0,183,20,In Stock
INVST0003991,20240728,P000167,183,0,0,183,20,In Stock
INVST0003992,20240828,P000167,183,0,5,178,20,In Stock
INVST0003993,20240928,P000167,178,0,7,171,20,In Stock
INVST0003994,20241028,P000167,171,0,3,168,20,In Stock
INVST0003995,20241128,P000167,168,0,0,168,20,In Stock
INVST0003996,20241228,P000167,168,0,5,163,20,In Stock
INVST0003997,20250128,P000167,163,0,2,161,20,In Stock
INVST0003998,20250228,P000167,161,0,1,160,20,In Stock
INVST0003999,20250328,P000167,160,0,0,160,20,In Stock
INVST0004000,20250428,P000167,160,0,3,157,20,In Stock
INVST0004001,20250528,P000167,157,0,2,155,20,In Stock
INVST0004002,20250628,P000167,155,0,0,155,20,In Stock
INVST0004003,20250728,P000167,155,0,1,154,20,In Stock
INVST0004004,20250828,P000167,154,0,1,153,20,In Stock
INVST0004005,20250928,P000167,153,0,1,152,20,In Stock
INVST0004006,20251028,P000167,152,0,5,147,20,In Stock
INVST0004007,20251128,P000167,147,0,0,147,20,In Stock
INVST0004008,20251228,P000167,147,0,1,146,20,In Stock
INVST0004009,20240128,P000168,100,0,0,100,30,In Stock
INVST0004010,20240228,P000168,100,0,9,91,30,In Stock
INVST0004011,20240328,P000168,91,0,0,91,30,In Stock
INVST0004012,20240428,P000168,91,0,1,90,30,In Stock
INVST0004013,20240528,P000168,90,0,3,87,30,In Stock
INVST0004014,20240628,P000168,87,0,7,80,30,In Stock
INVST0004015,20240728,P000168,80,0,1,79,30,In Stock
INVST0004016,20240828,P000168,79,0,1,78,30,In Stock
INVST0004017,20240928,P000168,78,0,3,75,30,In Stock
INVST0004018,20241028,P000168,75,0,3,72,30,In Stock
INVST0004019,20241128,P000168,72,0,3,69,30,In Stock
INVST0004020,20241228,P000168,69,0,5,64,30,In Stock
INVST0004021,20250128,P000168,64,0,1,63,30,In Stock
INVST0004022,20250228,P000168,63,21,1,83,30,In Stock
INVST0004023,20250328,P000168,83,0,1,82,30,In Stock
INVST0004024,20250428,P000168,82,21,1,102,30,In Stock
INVST0004025,20250528,P000168,102,0,7,95,30,In Stock
INVST0004026,20250628,P000168,95,0,12,83,30,In Stock
INVST0004027,20250728,P000168,83,0,2,81,30,In Stock
INVST0004028,20250828,P000168,81,0,0,81,30,In Stock
INVST0004029,20250928,P000168,81,0,0,81,30,In Stock
INVST0004030,20251028,P000168,81,0,0,81,30,In Stock
INVST0004031,20251128,P000168,81,0,1,80,30,In Stock
INVST0004032,20251228,P000168,80,0,3,77,30,In Stock
INVST0004033,20240128,P000169,100,21,1,120,25,In Stock
INVST0004034,20240228,P000169,120,0,0,120,25,In Stock
INVST0004035,20240328,P000169,120,22,2,140,25,In Stock
INVST0004036,20240428,P000169,140,0,2,138,25,In Stock
INVST0004037,20240528,P000169,138,0,0,138,25,In Stock
INVST0004038,20240628,P000169,138,0,0,138,25,In Stock
INVST0004039,20240728,P000169,138,0,3,135,25,In Stock
INVST0004040,20240828,P000169,135,0,2,133,25,In Stock
INVST0004041,20240928,P000169,133,0,0,133,25,In Stock
INVST0004042,20241028,P000169,133,0,0,133,25,In Stock
INVST0004043,20241128,P000169,133,0,3,130,25,In Stock
INVST0004044,20241228,P000169,130,23,3,150,25,In Stock
INVST0004045,20250128,P000169,150,0,3,147,25,In Stock
INVST0004046,20250228,P000169,147,0,3,144,25,In Stock
INVST0004047,20250328,P000169,144,0,3,141,25,In Stock
INVST0004048,20250428,P000169,141,0,0,141,25,In Stock
INVST0004049,20250528,P000169,141,0,4,137,25,In Stock
INVST0004050,20250628,P000169,137,0,9,128,25,In Stock
INVST0004051,20250728,P000169,128,0,3,125,25,In Stock
INVST0004052,20250828,P000169,125,0,6,119,25,In Stock
INVST0004053,20250928,P000169,119,0,4,115,25,In Stock
INVST0004054,20251028,P000169,115,0,0,115,25,In Stock
INVST0004055,20251128,P000169,115,0,2,113,25,In Stock
INVST0004056,20251228,P000169,113,0,0,113,25,In Stock
INVST0004057,20240128,P000170,100,0,0,100,25,In Stock
INVST0004058,20240228,P000170,100,0,1,99,25,In Stock
INVST0004059,20240328,P000170,99,0,3,96,25,In Stock
INVST0004060,20240428,P000170,96,21,1,116,25,In Stock
INVST0004061,20240528,P000170,116,22,2,136,25,In Stock
INVST0004062,20240628,P000170,136,0,0,136,25,In Stock
INVST0004063,20240728,P000170,136,0,3,133,25,In Stock
INVST0004064,20240828,P000170,133,0,6,127,25,In Stock
INVST0004065,20240928,P000170,127,0,2,125,25,In Stock
INVST0004066,20241028,P000170,125,0,4,121,25,In Stock
INVST0004067,20241128,P000170,121,0,0,121,25,In Stock
INVST0004068,20241228,P000170,121,0,3,118,25,In Stock
INVST0004069,20250128,P000170,118,0,0,118,25,In Stock
INVST0004070,20250228,P000170,118,0,3,115,25,In Stock
INVST0004071,20250328,P000170,115,0,7,108,25,In Stock
INVST0004072,20250428,P000170,108,0,3,105,25,In Stock
INVST0004073,20250528,P000170,105,0,3,102,25,In Stock
INVST0004074,20250628,P000170,102,0,4,98,25,In Stock
INVST0004075,20250728,P000170,98,0,0,98,25,In Stock
INVST0004076,20250828,P000170,98,0,4,94,25,In Stock
INVST0004077,20250928,P000170,94,0,3,91,25,In Stock
INVST0004078,20251028,P000170,91,0,1,90,25,In Stock
INVST0004079,20251128,P000170,90,0,0,90,25,In Stock
INVST0004080,20251228,P000170,90,0,3,87,25,In Stock
INVST0004081,20240128,P000171,100,0,8,92,30,In Stock
INVST0004082,20240228,P000171,92,0,0,92,30,In Stock
INVST0004083,20240328,P000171,92,0,0,92,30,In Stock
INVST0004084,20240428,P000171,92,0,1,91,30,In Stock
INVST0004085,20240528,P000171,91,22,2,111,30,In Stock
INVST0004086,20240628,P000171,111,0,10,101,30,In Stock
INVST0004087,20240728,P000171,101,0,4,97,30,In Stock
INVST0004088,20240828,P000171,97,0,1,96,30,In Stock
INVST0004089,20240928,P000171,96,0,2,94,30,In Stock
INVST0004090,20241028,P000171,94,0,0,94,30,In Stock
INVST0004091,20241128,P000171,94,0,6,88,30,In Stock
INVST0004092,20241228,P000171,88,0,4,84,30,In Stock
INVST0004093,20250128,P000171,84,21,1,104,30,In Stock
INVST0004094,20250228,P000171,104,0,0,104,30,In Stock
INVST0004095,20250328,P000171,104,0,5,99,30,In Stock
INVST0004096,20250428,P000171,99,0,2,97,30,In Stock
INVST0004097,20250528,P000171,97,0,3,94,30,In Stock
INVST0004098,20250628,P000171,94,0,0,94,30,In Stock
INVST0004099,20250728,P000171,94,0,2,92,30,In Stock
INVST0004100,20250828,P000171,92,0,4,88,30,In Stock
INVST0004101,20250928,P000171,88,0,0,88,30,In Stock
INVST0004102,20251028,P000171,88,0,1,87,30,In Stock
INVST0004103,20251128,P000171,87,0,3,84,30,In Stock
INVST0004104,20251228,P000171,84,22,2,104,30,In Stock
INVST0004105,20240128,P000172,100,0,0,100,25,In Stock
INVST0004106,20240228,P000172,100,0,2,98,25,In Stock
INVST0004107,20240328,P000172,98,0,5,93,25,In Stock
INVST0004108,20240428,P000172,93,25,5,113,25,In Stock
INVST0004109,20240528,P000172,113,23,3,133,25,In Stock
INVST0004110,20240628,P000172,133,0,4,129,25,In Stock
INVST0004111,20240728,P000172,129,0,1,128,25,In Stock
INVST0004112,20240828,P000172,128,0,4,124,25,In Stock
INVST0004113,20240928,P000172,124,0,2,122,25,In Stock
INVST0004114,20241028,P000172,122,0,10,112,25,In Stock
INVST0004115,20241128,P000172,112,0,3,109,25,In Stock
INVST0004116,20241228,P000172,109,0,2,107,25,In Stock
INVST0004117,20250128,P000172,107,0,3,104,25,In Stock
INVST0004118,20250228,P000172,104,0,2,102,25,In Stock
INVST0004119,20250328,P000172,102,0,1,101,25,In Stock
INVST0004120,20250428,P000172,101,25,5,121,25,In Stock
INVST0004121,20250528,P000172,121,0,0,121,25,In Stock
INVST0004122,20250628,P000172,121,0,1,120,25,In Stock
INVST0004123,20250728,P000172,120,0,6,114,25,In Stock
INVST0004124,20250828,P000172,114,0,2,112,25,In Stock
INVST0004125,20250928,P000172,112,0,0,112,25,In Stock
INVST0004126,20251028,P000172,112,21,1,132,25,In Stock
INVST0004127,20251128,P000172,132,0,1,131,25,In Stock
INVST0004128,20251228,P000172,131,0,3,128,25,In Stock
INVST0004129,20240128,P000173,100,21,1,120,20,In Stock
INVST0004130,20240228,P000173,120,0,1,119,20,In Stock
INVST0004131,20240328,P000173,119,0,2,117,20,In Stock
INVST0004132,20240428,P000173,117,22,2,137,20,In Stock
INVST0004133,20240528,P000173,137,0,5,132,20,In Stock
INVST0004134,20240628,P000173,132,0,0,132,20,In Stock
INVST0004135,20240728,P000173,132,0,0,132,20,In Stock
INVST0004136,20240828,P000173,132,0,8,124,20,In Stock
INVST0004137,20240928,P000173,124,0,4,120,20,In Stock
INVST0004138,20241028,P000173,120,0,2,118,20,In Stock
INVST0004139,20241128,P000173,118,0,10,108,20,In Stock
INVST0004140,20241228,P000173,108,0,0,108,20,In Stock
INVST0004141,20250128,P000173,108,0,0,108,20,In Stock
INVST0004142,20250228,P000173,108,0,0,108,20,In Stock
INVST0004143,20250328,P000173,108,0,2,106,20,In Stock
INVST0004144,20250428,P000173,106,22,2,126,20,In Stock
INVST0004145,20250528,P000173,126,21,1,146,20,In Stock
INVST0004146,20250628,P000173,146,0,3,143,20,In Stock
INVST0004147,20250728,P000173,143,26,6,163,20,In Stock
INVST0004148,20250828,P000173,163,0,0,163,20,In Stock
INVST0004149,20250928,P000173,163,0,5,158,20,In Stock
INVST0004150,20251028,P000173,158,0,3,155,20,In Stock
INVST0004151,20251128,P000173,155,0,6,149,20,In Stock
INVST0004152,20251228,P000173,149,23,3,169,20,In Stock
INVST0004153,20240128,P000174,100,21,1,120,20,In Stock
INVST0004154,20240228,P000174,120,0,0,120,20,In Stock
INVST0004155,20240328,P000174,120,0,0,120,20,In Stock
INVST0004156,20240428,P000174,120,0,3,117,20,In Stock
INVST0004157,20240528,P000174,117,0,0,117,20,In Stock
INVST0004158,20240628,P000174,117,0,6,111,20,In Stock
INVST0004159,20240728,P000174,111,0,3,108,20,In Stock
INVST0004160,20240828,P000174,108,0,0,108,20,In Stock
INVST0004161,20240928,P000174,108,0,1,107,20,In Stock
INVST0004162,20241028,P000174,107,0,0,107,20,In Stock
INVST0004163,20241128,P000174,107,0,3,104,20,In Stock
INVST0004164,20241228,P000174,104,0,1,103,20,In Stock
INVST0004165,20250128,P000174,103,0,0,103,20,In Stock
INVST0004166,20250228,P000174,103,0,2,101,20,In Stock
INVST0004167,20250328,P000174,101,0,0,101,20,In Stock
INVST0004168,20250428,P000174,101,0,4,97,20,In Stock
INVST0004169,20250528,P000174,97,0,5,92,20,In Stock
INVST0004170,20250628,P000174,92,0,0,92,20,In Stock
INVST0004171,20250728,P000174,92,24,4,112,20,In Stock
INVST0004172,20250828,P000174,112,0,3,109,20,In Stock
INVST0004173,20250928,P000174,109,0,9,100,20,In Stock
INVST0004174,20251028,P000174,100,0,7,93,20,In Stock
INVST0004175,20251128,P000174,93,0,2,91,20,In Stock
INVST0004176,20251228,P000174,91,0,0,91,20,In Stock
INVST0004177,20240128,P000175,100,0,0,100,20,In Stock
INVST0004178,20240228,P000175,100,0,2,98,20,In Stock
INVST0004179,20240328,P000175,98,0,4,94,20,In Stock
INVST0004180,20240428,P000175,94,0,8,86,20,In Stock
INVST0004181,20240528,P000175,86,22,2,106,20,In Stock
INVST0004182,20240628,P000175,106,0,0,106,20,In Stock
INVST0004183,20240728,P000175,106,0,1,105,20,In Stock
INVST0004184,20240828,P000175,105,0,3,102,20,In Stock
INVST0004185,20240928,P000175,102,0,3,99,20,In Stock
INVST0004186,20241028,P000175,99,0,7,92,20,In Stock
INVST0004187,20241128,P000175,92,0,5,87,20,In Stock
INVST0004188,20241228,P000175,87,0,1,86,20,In Stock
INVST0004189,20250128,P000175,86,25,5,106,20,In Stock
INVST0004190,20250228,P000175,106,0,0,106,20,In Stock
INVST0004191,20250328,P000175,106,22,2,126,20,In Stock
INVST0004192,20250428,P000175,126,0,1,125,20,In Stock
INVST0004193,20250528,P000175,125,0,5,120,20,In Stock
INVST0004194,20250628,P000175,120,0,1,119,20,In Stock
INVST0004195,20250728,P000175,119,0,6,113,20,In Stock
INVST0004196,20250828,P000175,113,0,5,108,20,In Stock
INVST0004197,20250928,P000175,108,0,4,104,20,In Stock
INVST0004198,20251028,P000175,104,0,2,102,20,In Stock
INVST0004199,20251128,P000175,102,0,0,102,20,In Stock
INVST0004200,20251228,P000175,102,0,5,97,20,In Stock
INVST0004201,20240128,P000176,100,0,3,97,15,In Stock
INVST0004202,20240228,P000176,97,0,0,97,15,In Stock
INVST0004203,20240328,P000176,97,0,3,94,15,In Stock
INVST0004204,20240428,P000176,94,25,5,114,15,In Stock
INVST0004205,20240528,P000176,114,0,3,111,15,In Stock
INVST0004206,20240628,P000176,111,0,2,109,15,In Stock
INVST0004207,20240728,P000176,109,0,1,108,15,In Stock
INVST0004208,20240828,P000176,108,0,2,106,15,In Stock
INVST0004209,20240928,P000176,106,0,8,98,15,In Stock
INVST0004210,20241028,P000176,98,0,3,95,15,In Stock
INVST0004211,20241128,P000176,95,22,2,115,15,In Stock
INVST0004212,20241228,P000176,115,0,7,108,15,In Stock
INVST0004213,20250128,P000176,108,0,0,108,15,In Stock
INVST0004214,20250228,P000176,108,0,3,105,15,In Stock
INVST0004215,20250328,P000176,105,0,0,105,15,In Stock
INVST0004216,20250428,P000176,105,0,0,105,15,In Stock
INVST0004217,20250528,P000176,105,0,3,102,15,In Stock
INVST0004218,20250628,P000176,102,0,0,102,15,In Stock
INVST0004219,20250728,P000176,102,0,0,102,15,In Stock
INVST0004220,20250828,P000176,102,0,2,100,15,In Stock
INVST0004221,20250928,P000176,100,0,5,95,15,In Stock
INVST0004222,20251028,P000176,95,0,0,95,15,In Stock
INVST0004223,20251128,P000176,95,0,3,92,15,In Stock
INVST0004224,20251228,P000176,92,0,0,92,15,In Stock
INVST0004225,20240128,P000177,100,0,1,99,25,In Stock
INVST0004226,20240228,P000177,99,0,0,99,25,In Stock
INVST0004227,20240328,P000177,99,0,2,97,25,In Stock
INVST0004228,20240428,P000177,97,0,1,96,25,In Stock
INVST0004229,20240528,P000177,96,0,0,96,25,In Stock
INVST0004230,20240628,P000177,96,23,3,116,25,In Stock
INVST0004231,20240728,P000177,116,0,6,110,25,In Stock
INVST0004232,20240828,P000177,110,0,5,105,25,In Stock
INVST0004233,20240928,P000177,105,0,0,105,25,In Stock
INVST0004234,20241028,P000177,105,0,5,100,25,In Stock
INVST0004235,20241128,P000177,100,0,0,100,25,In Stock
INVST0004236,20241228,P000177,100,0,0,100,25,In Stock
INVST0004237,20250128,P000177,100,0,3,97,25,In Stock
INVST0004238,20250228,P000177,97,0,6,91,25,In Stock
INVST0004239,20250328,P000177,91,23,3,111,25,In Stock
INVST0004240,20250428,P000177,111,23,3,131,25,In Stock
INVST0004241,20250528,P000177,131,0,4,127,25,In Stock
INVST0004242,20250628,P000177,127,0,1,126,25,In Stock
INVST0004243,20250728,P000177,126,24,4,146,25,In Stock
INVST0004244,20250828,P000177,146,0,4,142,25,In Stock
INVST0004245,20250928,P000177,142,0,2,140,25,In Stock
INVST0004246,20251028,P000177,140,0,1,139,25,In Stock
INVST0004247,20251128,P000177,139,0,0,139,25,In Stock
INVST0004248,20251228,P000177,139,0,3,136,25,In Stock
INVST0004249,20240128,P000178,100,0,2,98,25,In Stock
INVST0004250,20240228,P000178,98,0,9,89,25,In Stock
INVST0004251,20240328,P000178,89,0,2,87,25,In Stock
INVST0004252,20240428,P000178,87,0,0,87,25,In Stock
INVST0004253,20240528,P000178,87,25,5,107,25,In Stock
INVST0004254,20240628,P000178,107,28,8,127,25,In Stock
INVST0004255,20240728,P000178,127,0,4,123,25,In Stock
INVST0004256,20240828,P000178,123,0,3,120,25,In Stock
INVST0004257,20240928,P000178,120,0,4,116,25,In Stock
INVST0004258,20241028,P000178,116,0,0,116,25,In Stock
INVST0004259,20241128,P000178,116,0,0,116,25,In Stock
INVST0004260,20241228,P000178,116,21,1,136,25,In Stock
INVST0004261,20250128,P000178,136,21,1,156,25,In Stock
INVST0004262,20250228,P000178,156,0,5,151,25,In Stock
INVST0004263,20250328,P000178,151,0,3,148,25,In Stock
INVST0004264,20250428,P000178,148,0,2,146,25,In Stock
INVST0004265,20250528,P000178,146,0,9,137,25,In Stock
INVST0004266,20250628,P000178,137,0,3,134,25,In Stock
INVST0004267,20250728,P000178,134,0,6,128,25,In Stock
INVST0004268,20250828,P000178,128,0,2,126,25,In Stock
INVST0004269,20250928,P000178,126,0,3,123,25,In Stock
INVST0004270,20251028,P000178,123,0,3,120,25,In Stock
INVST0004271,20251128,P000178,120,0,6,114,25,In Stock
INVST0004272,20251228,P000178,114,24,4,134,25,In Stock
INVST0004273,20240128,P000179,100,26,6,120,40,In Stock
INVST0004274,20240228,P000179,120,0,0,120,40,In Stock
INVST0004275,20240328,P000179,120,25,5,140,40,In Stock
INVST0004276,20240428,P000179,140,0,2,138,40,In Stock
INVST0004277,20240528,P000179,138,0,0,138,40,In Stock
INVST0004278,20240628,P000179,138,0,0,138,40,In Stock
INVST0004279,20240728,P000179,138,0,3,135,40,In Stock
INVST0004280,20240828,P000179,135,0,2,133,40,In Stock
INVST0004281,20240928,P000179,133,0,4,129,40,In Stock
INVST0004282,20241028,P000179,129,0,0,129,40,In Stock
INVST0004283,20241128,P000179,129,0,1,128,40,In Stock
INVST0004284,20241228,P000179,128,0,1,127,40,In Stock
INVST0004285,20250128,P000179,127,0,0,127,40,In Stock
INVST0004286,20250228,P000179,127,0,12,115,40,In Stock
INVST0004287,20250328,P000179,115,0,0,115,40,In Stock
INVST0004288,20250428,P000179,115,23,3,135,40,In Stock
INVST0004289,20250528,P000179,135,21,1,155,40,In Stock
INVST0004290,20250628,P000179,155,24,4,175,40,In Stock
INVST0004291,20250728,P000179,175,25,5,195,40,In Stock
INVST0004292,20250828,P000179,195,0,3,192,40,In Stock
INVST0004293,20250928,P000179,192,0,0,192,40,In Stock
INVST0004294,20251028,P000179,192,0,2,190,40,In Stock
INVST0004295,20251128,P000179,190,0,2,188,40,In Stock
INVST0004296,20251228,P000179,188,0,7,181,40,In Stock
INVST0004297,20240128,P000180,100,0,0,100,35,In Stock
INVST0004298,20240228,P000180,100,0,0,100,35,In Stock
INVST0004299,20240328,P000180,100,0,0,100,35,In Stock
INVST0004300,20240428,P000180,100,0,6,94,35,In Stock
INVST0004301,20240528,P000180,94,0,0,94,35,In Stock
INVST0004302,20240628,P000180,94,0,2,92,35,In Stock
INVST0004303,20240728,P000180,92,0,0,92,35,In Stock
INVST0004304,20240828,P000180,92,0,0,92,35,In Stock
INVST0004305,20240928,P000180,92,0,1,91,35,In Stock
INVST0004306,20241028,P000180,91,0,3,88,35,In Stock
INVST0004307,20241128,P000180,88,0,0,88,35,In Stock
INVST0004308,20241228,P000180,88,0,0,88,35,In Stock
INVST0004309,20250128,P000180,88,22,2,108,35,In Stock
INVST0004310,20250228,P000180,108,21,1,128,35,In Stock
INVST0004311,20250328,P000180,128,0,2,126,35,In Stock
INVST0004312,20250428,P000180,126,0,0,126,35,In Stock
INVST0004313,20250528,P000180,126,0,2,124,35,In Stock
INVST0004314,20250628,P000180,124,0,6,118,35,In Stock
INVST0004315,20250728,P000180,118,0,0,118,35,In Stock
INVST0004316,20250828,P000180,118,0,2,116,35,In Stock
INVST0004317,20250928,P000180,116,0,0,116,35,In Stock
INVST0004318,20251028,P000180,116,0,0,116,35,In Stock
INVST0004319,20251128,P000180,116,0,1,115,35,In Stock
INVST0004320,20251228,P000180,115,0,3,112,35,In Stock
INVST0004321,20240128,P000181,100,0,8,92,25,In Stock
INVST0004322,20240228,P000181,92,0,2,90,25,In Stock
INVST0004323,20240328,P000181,90,0,6,84,25,In Stock
INVST0004324,20240428,P000181,84,21,1,104,25,In Stock
INVST0004325,20240528,P000181,104,0,1,103,25,In Stock
INVST0004326,20240628,P000181,103,0,9,94,25,In Stock
INVST0004327,20240728,P000181,94,0,2,92,25,In Stock
INVST0004328,20240828,P000181,92,0,1,91,25,In Stock
INVST0004329,20240928,P000181,91,0,1,90,25,In Stock
INVST0004330,20241028,P000181,90,0,3,87,25,In Stock
INVST0004331,20241128,P000181,87,0,8,79,25,In Stock
INVST0004332,20241228,P000181,79,0,4,75,25,In Stock
INVST0004333,20250128,P000181,75,0,3,72,25,In Stock
INVST0004334,20250228,P000181,72,0,3,69,25,In Stock
INVST0004335,20250328,P000181,69,21,1,89,25,In Stock
INVST0004336,20250428,P000181,89,0,0,89,25,In Stock
INVST0004337,20250528,P000181,89,0,0,89,25,In Stock
INVST0004338,20250628,P000181,89,21,1,109,25,In Stock
INVST0004339,20250728,P000181,109,0,3,106,25,In Stock
INVST0004340,20250828,P000181,106,0,3,103,25,In Stock
INVST0004341,20250928,P000181,103,0,1,102,25,In Stock
INVST0004342,20251028,P000181,102,0,5,97,25,In Stock
INVST0004343,20251128,P000181,97,0,0,97,25,In Stock
INVST0004344,20251228,P000181,97,0,5,92,25,In Stock
INVST0004345,20240128,P000182,100,0,2,98,25,In Stock
INVST0004346,20240228,P000182,98,0,2,96,25,In Stock
INVST0004347,20240328,P000182,96,0,0,96,25,In Stock
INVST0004348,20240428,P000182,96,0,7,89,25,In Stock
INVST0004349,20240528,P000182,89,23,3,109,25,In Stock
INVST0004350,20240628,P000182,109,0,5,104,25,In Stock
INVST0004351,20240728,P000182,104,0,4,100,25,In Stock
INVST0004352,20240828,P000182,100,0,2,98,25,In Stock
INVST0004353,20240928,P000182,98,0,3,95,25,In Stock
INVST0004354,20241028,P000182,95,0,3,92,25,In Stock
INVST0004355,20241128,P000182,92,23,3,112,25,In Stock
INVST0004356,20241228,P000182,112,0,3,109,25,In Stock
INVST0004357,20250128,P000182,109,0,1,108,25,In Stock
INVST0004358,20250228,P000182,108,0,1,107,25,In Stock
INVST0004359,20250328,P000182,107,0,4,103,25,In Stock
INVST0004360,20250428,P000182,103,0,1,102,25,In Stock
INVST0004361,20250528,P000182,102,0,3,99,25,In Stock
INVST0004362,20250628,P000182,99,0,9,90,25,In Stock
INVST0004363,20250728,P000182,90,0,2,88,25,In Stock
INVST0004364,20250828,P000182,88,0,7,81,25,In Stock
INVST0004365,20250928,P000182,81,0,0,81,25,In Stock
INVST0004366,20251028,P000182,81,0,0,81,25,In Stock
INVST0004367,20251128,P000182,81,0,3,78,25,In Stock
INVST0004368,20251228,P000182,78,0,3,75,25,In Stock
INVST0004369,20240128,P000183,100,0,3,97,25,In Stock
INVST0004370,20240228,P000183,97,0,0,97,25,In Stock
INVST0004371,20240328,P000183,97,0,2,95,25,In Stock
INVST0004372,20240428,P000183,95,0,2,93,25,In Stock
INVST0004373,20240528,P000183,93,0,6,87,25,In Stock
INVST0004374,20240628,P000183,87,0,7,80,25,In Stock
INVST0004375,20240728,P000183,80,0,0,80,25,In Stock
INVST0004376,20240828,P000183,80,0,4,76,25,In Stock
INVST0004377,20240928,P000183,76,0,1,75,25,In Stock
INVST0004378,20241028,P000183,75,0,3,72,25,In Stock
INVST0004379,20241128,P000183,72,0,3,69,25,In Stock
INVST0004380,20241228,P000183,69,0,2,67,25,In Stock
